Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.16352997067226E+00002, 0.35392801868193E-00002, 0.35398528012477E-00002, 0.31527125396470E-00001, 0.31528532021617E-00001, 0.28296590945142E+00001, 0.35392797459435E-00002, 0.35392801868193E-00002, 0.35392797820481E-00002, 0.57301919963967E-00006, 0.15507704233184E+00002, 0.10005243045932E+00001, 0.14497614837499E+00000, -.10673051614540E+00002, 0.35392793050676E-00002, 0.80954246960535E-00009
0.16383700498000E+00002, 0.35273526009366E-00002, 0.35241546187708E-00002, 0.31418556604445E-00001, 0.31420088918406E-00001, 0.28201333200825E+00001, 0.35273520635655E-00002, 0.35273526009366E-00002, 0.35273521345187E-00002, -.31975157479035E-00005, 0.15370049349166E+00002, 0.10005249092837E+00001, 0.14472630860684E+00000, -.10673053136380E+00002, 0.35273515261943E-00002, 0.93283591497431E-00009
0.16414405903075E+00002, 0.35151897546688E-00002, 0.35114714085867E-00002, 0.31310423091688E-00001, 0.31312081991893E-00001, 0.28104209326885E+00001, 0.35151891008118E-00002, 0.35151897546688E-00002, 0.35151892129567E-00002, -.37178043699557E-00005, 0.15249292034412E+00002, 0.10005255106011E+00001, 0.14447704106348E+00000, -.10673054653161E+00002, 0.35151884469550E-00002, 0.10834240752719E-00008
0.16445115957699E+00002, 0.35028001907811E-00002, 0.35011824282328E-00002, 0.31202647590502E-00001, 0.31204403465408E-00001, 0.28005278469646E+00001, 0.35027997261594E-00002, 0.35028001907811E-00002, 0.35027997781237E-00002, -.16173498908482E-00005, 0.15368245686258E+00002, 0.10005261103215E+00001, 0.14422817013446E+00000, -.10673056164916E+00002, 0.35027992615377E-00002, 0.82531500471612E-00009
0.16475827471671E+00002, 0.34901970193423E-00002, 0.34911991766273E-00002, 0.31095207123559E-00001, 0.31097029745267E-00001, 0.27904623532490E+00001, 0.34901965236207E-00002, 0.34901970193423E-00002, 0.34901965893245E-00002, 0.10025873028116E-00005, 0.15445043432756E+00002, 0.10005267097157E+00001, 0.14397964468067E+00000, -.10673057671389E+00002, 0.34901960278990E-00002, 0.86003559414087E-00009
0.16500000000000E+00002, 0.34801322961518E-00002, 0.34830742712106E-00002, 0.31010863181526E-00001, 0.31012733987615E-00001, 0.27824230389848E+00001, 0.34801316886075E-00002, 0.34801322961518E-00002, 0.34801317941915E-00002, 0.29424770190930E-00005, 0.15474090635894E+00002, 0.10005271809256E+00001, 0.14378424387840E+00000, -.10673058853283E+00002, 0.34801310810633E-00002, 0.10039205370041E-00008
0.16506526050489E+00002, 0.34773989882692E-00002, 0.34806018119751E-00002, 0.30988125665679E-00001, 0.30990011029161E-00001, 0.27802397366515E+00001, 0.34773983839781E-00002, 0.34773989882692E-00002, 0.34773984891366E-00002, 0.32033228385259E-00005, 0.15477001777983E+00002, 0.10005273079349E+00001, 0.14373152209514E+00000, -.10673059171785E+00002, 0.34773977796870E-00002, 0.99826526422282E-00009
0.16537238638192E+00002, 0.34644095681707E-00002, 0.34658209482313E-00002, 0.30881354916287E-00001, 0.30883325060730E-00001, 0.27698640768888E+00001, 0.34644091270688E-00002, 0.34644095681707E-00002, 0.34644091805938E-00002, 0.14117676374772E-00005, 0.15587504451335E+00002, 0.10005279038002E+00001, 0.14348369225871E+00000, -.10673060667340E+00002, 0.34644086859671E-00002, 0.77515372852779E-00009
0.16567956229684E+00002, 0.34512477448699E-00002, 0.34478876973155E-00002, 0.30775058318173E-00001, 0.30777138320761E-00001, 0.27593502393293E+00001, 0.34512472639476E-00002, 0.34512477448699E-00002, 0.34512473329547E-00002, -.33596356391734E-00005, 0.15725194832408E+00002, 0.10005284961831E+00001, 0.14323653704781E+00000, -.10673062157534E+00002, 0.34512467830252E-00002, 0.82383042761148E-00009
0.16598680202872E+00002, 0.34379272035831E-00002, 0.34331271434454E-00002, 0.30669248262150E-00001, 0.30671444590167E-00001, 0.27487096405318E+00001, 0.34379265848758E-00002, 0.34379272035831E-00002, 0.34379267015744E-00002, -.47995581290341E-00005, 0.15823237509367E+00002, 0.10005290853974E+00001, 0.14299008884570E+00000, -.10673063642363E+00002, 0.34379259661686E-00002, 0.10040173801099E-00008
0.16629404627556E+00002, 0.34244641128246E-00002, 0.34222672030396E-00002, 0.30563838414864E-00001, 0.30566135049839E-00001, 0.27379560941082E+00001, 0.34244636733694E-00002, 0.34244641128246E-00002, 0.34244637316525E-00002, -.21965286129098E-00005, 0.15878059717383E+00002, 0.10005296722663E+00001, 0.14274414971051E+00000, -.10673065121476E+00002, 0.34244632339142E-00002, 0.76234407811121E-00009
0.16660130513269E+00002, 0.34108708315744E-00002, 0.34120257135921E-00002, 0.30458764699043E-00001, 0.30461138543456E-00001, 0.27270984794167E+00001, 0.34108704254500E-00002, 0.34108708315744E-00002, 0.34108704734482E-00002, 0.11552401438546E-00005, 0.15885687878082E+00002, 0.10005302577252E+00001, 0.14249857238827E+00000, -.10673066594860E+00002, 0.34108700193256E-00002, 0.71625236557124E-00009
0.16690860469428E+00002, 0.33971552304037E-00002, 0.34006317218715E-00002, 0.30354011487899E-00001, 0.30356455342564E-00001, 0.27161425546305E+00001, 0.33971546687665E-00002, 0.33971552304037E-00002, 0.33971547688152E-00002, 0.34769530562989E-00005, 0.15841824769008E+00002, 0.10005308420165E+00001, 0.14225332213554E+00000, -.10673068062586E+00002, 0.33971541071292E-00002, 0.92317714657679E-00009
0.16721596462518E+00002, 0.33833220229088E-00002, 0.33851429965078E-00002, 0.30249628156463E-00001, 0.30252157480526E-00001, 0.27050932172755E+00001, 0.33833215970899E-00002, 0.33833220229088E-00002, 0.33833216514510E-00002, 0.18213450568219E-00005, 0.15742032584184E+00002, 0.10005314244313E+00001, 0.14200851654382E+00000, -.10673069524691E+00002, 0.33833211712711E-00002, 0.74291557889752E-00009
0.16752335311345E+00002, 0.33693778755889E-00002, 0.33665603505966E-00002, 0.30145756220549E-00001, 0.30148387490862E-00001, 0.26939558344323E+00001, 0.33693774556838E-00002, 0.33693778755889E-00002, 0.33693775072467E-00002, -.28171566501039E-00005, 0.15605995504059E+00002, 0.10005320037738E+00001, 0.14176449066568E+00000, -.10673070980975E+00002, 0.33693770357788E-00002, 0.73668416047170E-00009
0.16783074309251E+00002, 0.33553275505571E-00002, 0.33514147222623E-00002, 0.30042423431731E-00001, 0.30045148734988E-00001, 0.26827335427838E+00001, 0.33553269495511E-00002, 0.33553275505571E-00002, 0.33553270605318E-00002, -.39123382694910E-00005, 0.15657278543975E+00002, 0.10005325793039E+00001, 0.14152131389943E+00000, -.10673072431262E+00002, 0.33553263485452E-00002, 0.98005060371968E-00009
0.16813814855612E+00002, 0.33411714486110E-00002, 0.33399177771732E-00002, 0.29939507132084E-00001, 0.29942303234070E-00001, 0.26714256074237E+00001, 0.33411709786106E-00002, 0.33411714486110E-00002, 0.33411710449212E-00002, -.12532677480615E-00005, 0.15658386910373E+00002, 0.10005331516652E+00001, 0.14127870123054E+00000, -.10673073875576E+00002, 0.33411705086102E-00002, 0.80737951950944E-00009
0.16844557590635E+00002, 0.33269099043292E-00002, 0.33277809861676E-00002, 0.29836942784370E-00001, 0.29839806695142E-00001, 0.26600311029689E+00001, 0.33269094879708E-00002, 0.33269099043292E-00002, 0.33269095354161E-00002, 0.87145075156939E-00006, 0.15601897989766E+00002, 0.10005337225542E+00001, 0.14103650303939E+00000, -.10673075313900E+00002, 0.33269090716123E-00002, 0.73782621971278E-00009
0.16875303491084E+00002, 0.33125415694298E-00002, 0.33142761233959E-00002, 0.29734735221248E-00001, 0.29737694460752E-00001, 0.26485508207481E+00001, 0.33125409966715E-00002, 0.33125415694298E-00002, 0.33125410955895E-00002, 0.17350278063612E-00005, 0.15481160823386E+00002, 0.10005342928862E+00001, 0.14079473290633E+00000, -.10673076746231E+00002, 0.33125404239132E-00002, 0.94768071531985E-00009
0.16906053339960E+00002, 0.32980617882798E-00002, 0.32986699494732E-00002, 0.29632934454118E-00001, 0.29636012863311E-00001, 0.26369840960136E+00001, 0.32980613197854E-00002, 0.32980617882798E-00002, 0.32980613838477E-00002, 0.60856562553929E-00006, 0.15290560939327E+00002, 0.10005348615963E+00001, 0.14055351164620E+00000, -.10673078172552E+00002, 0.32980608512911E-00002, 0.80886428351402E-00009
0.16936804329082E+00002, 0.32834651798809E-00002, 0.32811446118236E-00002, 0.29531660116266E-00001, 0.29534843846146E-00001, 0.26253255001373E+00001, 0.32834647961909E-00002, 0.32834651798809E-00002, 0.32834648324079E-00002, -.23202205843042E-00005, 0.15025959999965E+00002, 0.10005354266972E+00001, 0.14031312629560E+00000, -.10673079592683E+00002, 0.32834644125010E-00002, 0.69494585518179E-00009
0.16967556752172E+00002, 0.32687433178411E-00002, 0.32658373599780E-00002, 0.29430935522691E-00001, 0.29434185273799E-00001, 0.26135649455720E+00001, 0.32687427553282E-00002, 0.32687433178411E-00002, 0.32687428519514E-00002, -.29054919733590E-00005, 0.14847313027530E+00002, 0.10005359873680E+00001, 0.14007363664085E+00000, -.10673081006588E+00002, 0.32687421928153E-00002, 0.93177947562076E-00009
0.16998311438985E+00002, 0.32538880107764E-00002, 0.32530985884127E-00002, 0.29330647762458E-00001, 0.29333941815523E-00001, 0.26016956999194E+00001, 0.32538875342848E-00002, 0.32538880107764E-00002, 0.32538876033897E-00002, -.78901497700151E-00006, 0.14757853870399E+00002, 0.10005365447259E+00001, 0.13983477813109E+00000, -.10673082414250E+00002, 0.32538870577933E-00002, 0.81477334752031E-00009
0.17000000000000E+00002, 0.32530645379891E-00002, 0.32523841380910E-00002, 0.29325152662536E-00001, 0.29328449318158E-00001, 0.26010377386704E+00001, 0.32530640746911E-00002, 0.32530645379891E-00002, 0.32530641394764E-00002, -.68000138538116E-00006, 0.14753982009197E+00002, 0.10005365752714E+00001, 0.13982167848737E+00000, -.10673082491351E+00002, 0.32530636113932E-00002, 0.79702534195417E-00009
0.17029027613181E+00002, 0.32389155560280E-00002, 0.32393954255366E-00002, 0.29230870246787E-00001, 0.29234225098530E-00001, 0.25897331387000E+00001, 0.32389152070298E-00002, 0.32389155560280E-00002, 0.32389152354033E-00002, 0.48019013324785E-00006, 0.14654281392912E+00002, 0.10005371000011E+00001, 0.13959672929976E+00000, -.10673083813756E+00002, 0.32389148580317E-00002, 0.64124928628256E-00009
0.17059789183490E+00002, 0.32237817222281E-00002, 0.32253255820290E-00002, 0.29131344277947E-00001, 0.29134792974463E-00001, 0.25776440741901E+00001, 0.32237811936410E-00002, 0.32237817222281E-00002, 0.32237812845219E-00002, 0.15442975071195E-00005, 0.14477566781025E+00002, 0.10005376553632E+00001, 0.13935887551677E+00000, -.10673085208861E+00002, 0.32237806650539E-00002, 0.87541250647054E-00009
0.17090555291842E+00002, 0.32084994086711E-00002, 0.32103038378845E-00002, 0.29032228776228E-00001, 0.29035785488191E-00001, 0.25654383379034E+00001, 0.32084989593374E-00002, 0.32084994086711E-00002, 0.32084990270613E-00002, 0.18048108231200E-00005, 0.14226481833844E+00002, 0.10005382087096E+00001, 0.13912159855375E+00000, -.10673086597637E+00002, 0.32084985100037E-00002, 0.76321954260541E-00009
0.17121325188874E+00002, 0.31930641863256E-00002, 0.31921276903433E-00002, 0.28933629833544E-00001, 0.28937278015372E-00001, 0.25531080736509E+00001, 0.31930638644533E-00002, 0.31930641863256E-00002, 0.31930638927221E-00002, -.93620237881026E-00006, 0.14021777020553E+00002, 0.10005387583215E+00001, 0.13888515599479E+00000, -.10673087979978E+00002, 0.31930635425811E-00002, 0.58720717148278E-00009
0.17152100186592E+00002, 0.31774770309383E-00002, 0.31744640198966E-00002, 0.28835608134540E-00001, 0.28839319050596E-00001, 0.25406522375926E+00001, 0.31774765369627E-00002, 0.31774770309383E-00002, 0.31774766245839E-00002, -.30126046872376E-00005, 0.13816494008864E+00002, 0.10005393038059E+00001, 0.13864969800313E+00000, -.10673089355882E+00002, 0.31774760429871E-00002, 0.81270885172616E-00009
0.17182878221712E+00002, 0.31617480440491E-00002, 0.31595823332454E-00002, 0.28738087139738E-00001, 0.28741848148152E-00001, 0.25280827939853E+00001, 0.31617476051489E-00002, 0.31617480440491E-00002, 0.31617476751550E-00002, -.21653419096064E-00005, 0.13532544384871E+00002, 0.10005398461917E+00001, 0.13841504527986E+00000, -.10673090725190E+00002, 0.31617471662486E-00002, 0.73778817773285E-00009
0.17213657371143E+00002, 0.31458949525688E-00002, 0.31452089405095E-00002, 0.28640993189394E-00001, 0.28644819115583E-00001, 0.25154169727345E+00001, 0.31458946541567E-00002, 0.31458949525688E-00002, 0.31458946772761E-00002, -.68573676663495E-00006, 0.13176341435841E+00002, 0.10005403870087E+00001, 0.13818102423848E+00000, -.10673092087759E+00002, 0.31458943557447E-00002, 0.55058512379429E-00009
0.17244435350694E+00002, 0.31299384337862E-00002, 0.31311195427552E-00002, 0.28544316262331E-00001, 0.28548233389654E-00001, 0.25026703250632E+00001, 0.31299379938807E-00002, 0.31299384337862E-00002, 0.31299380640339E-00002, 0.11814787212373E-00005, 0.12756573399216E+00002, 0.10005409266668E+00001, 0.13794761387892E+00000, -.10673093443435E+00002, 0.31299375539751E-00002, 0.73950439732756E-00009
0.17275213962513E+00002, 0.31138976547492E-00002, 0.31161518155259E-00002, 0.28448067470456E-00001, 0.28452084708023E-00001, 0.24898559547980E+00001, 0.31138972320434E-00002, 0.31138976547492E-00002, 0.31138972968465E-00002, 0.22545186793871E-00005, 0.12485031099807E+00002, 0.10005414639450E+00001, 0.13771484420220E+00000, -.10673094792254E+00002, 0.31138968093378E-00002, 0.71580549236667E-00009
0.17305994045733E+00002, 0.30977976007424E-00002, 0.30977589800477E-00002, 0.28352347480285E-00001, 0.28356444021507E-00001, 0.24769923374262E+00001, 0.30977973141573E-00002, 0.30977976007424E-00002, 0.30977973345592E-00002, -.38354511449765E-00007, 0.12440372404926E+00002, 0.10005419972472E+00001, 0.13748296253302E+00000, -.10673096134220E+00002, 0.30977970275721E-00002, 0.53236657629054E-00009
0.17336776637129E+00002, 0.30816687029636E-00002, 0.30791484269278E-00002, 0.28257234985840E-00001, 0.28261379605687E-00001, 0.24641043962434E+00001, 0.30816682667815E-00002, 0.30816687029636E-00002, 0.30816683381986E-00002, -.25199112707826E-00005, 0.12361212099084E+00002, 0.10005425262146E+00001, 0.13725216449013E+00000, -.10673097469361E+00002, 0.30816678305993E-00002, 0.72953006239734E-00009
0.17367562566981E+00002, 0.30655429003692E-00002, 0.30636802061243E-00002, 0.28162646748086E-00001, 0.28166829239460E-00001, 0.24512197453031E+00001, 0.30655424757407E-00002, 0.30655429003692E-00002, 0.30655425441527E-00002, -.18623380283247E-00005, 0.12294049230071E+00002, 0.10005430520020E+00001, 0.13702225305423E+00000, -.10673098797709E+00002, 0.30655420511125E-00002, 0.71243289784078E-00009
0.17398352451654E+00002, 0.30494537921533E-00002, 0.30492327031792E-00002, 0.28068481088264E-00001, 0.28072720653609E-00001, 0.24383650752367E+00001, 0.30494535253785E-00002, 0.30494537921533E-00002, 0.30494535415515E-00002, -.22083837228780E-00006, 0.12215877742775E+00002, 0.10005435762693E+00001, 0.13679298492799E+00000, -.10673100119295E+00002, 0.30494532586039E-00002, 0.50120350585786E-00009
0.17429147047259E+00002, 0.30334340973901E-00002, 0.30349401745238E-00002, 0.27974720418569E-00001, 0.27979040979563E-00001, 0.24255655189488E+00001, 0.30334337115954E-00002, 0.30334340973901E-00002, 0.30334337676416E-00002, 0.15064068822574E-00005, 0.12147737813874E+00002, 0.10005440994773E+00001, 0.13656432042221E+00000, -.10673101434169E+00002, 0.30334333258008E-00002, 0.65949713979139E-00009
0.17459947104711E+00002, 0.30175115216541E-00002, 0.30197126492442E-00002, 0.27881389709431E-00001, 0.27885792082817E-00001, 0.24128442952055E+00001, 0.30175111335806E-00002, 0.30175115216541E-00002, 0.30175111910381E-00002, 0.22014582060702E-00005, 0.12055711989208E+00002, 0.10005446203828E+00001, 0.13633632362515E+00000, -.10673102742396E+00002, 0.30175107455071E-00002, 0.66123203396207E-00009
0.17490750139444E+00002, 0.30017114120195E-00002, 0.30013368494407E-00002, 0.27788586087615E-00001, 0.27793051268012E-00001, 0.24002214996130E+00001, 0.30017111509240E-00002, 0.30017114120195E-00002, 0.30017111677479E-00002, -.37431830720431E-00006, 0.11981361840420E+00002, 0.10005451375493E+00001, 0.13610923575720E+00000, -.10673104043915E+00002, 0.30017108898286E-00002, 0.48854325273385E-00009
0.17500000000000E+00002, 0.29969899825616E-00002, 0.29955412544905E-00002, 0.27760835214558E-00001, 0.27765316018212E-00001, 0.23964492787702E+00001, 0.29969897098417E-00002, 0.29969899825616E-00002, 0.29969897312830E-00002, -.14484767924471E-00005, 0.11963099852308E+00002, 0.10005452920513E+00001, 0.13604125652306E+00000, -.10673104433423E+00002, 0.29969894371217E-00002, 0.50255715226806E-00009
0.17521372050548E+00002, 0.29861466522586E-00002, 0.29830060313887E-00002, 0.27696915606999E-00001, 0.27701431728480E-00001, 0.23877850309287E+00001, 0.29861462724507E-00002, 0.29861466522586E-00002, 0.29861463316523E-00002, -.31403002635267E-00005, 0.11901326180901E+00002, 0.10005456477614E+00001, 0.13588454807176E+00000, -.10673105331065E+00002, 0.29861458926427E-00002, 0.64121271823351E-00009
0.17552181209821E+00002, 0.29706442189717E-00002, 0.29682390122983E-00002, 0.27605188350246E-00001, 0.27609763907230E-00001, 0.23753960122886E+00001, 0.29706438102459E-00002, 0.29706442189717E-00002, 0.29706438826055E-00002, -.24048703071599E-00005, 0.11825697743028E+00002, 0.10005461580511E+00001, 0.13565934873854E+00000, -.10673106619395E+00002, 0.29706434015200E-00002, 0.67273253855825E-00009
0.17582994474764E+00002, 0.29553085887808E-00002, 0.29552015708992E-00002, 0.27513858457271E-00001, 0.27518503464029E-00001, 0.23631398247609E+00001, 0.29553083481622E-00002, 0.29553085887808E-00002, 0.29553083681662E-00002, -.10679726699869E-00006, 0.11769574450694E+00002, 0.10005466664510E+00001, 0.13543475294343E+00000, -.10673107901253E+00002, 0.29553081075435E-00002, 0.44122927798637E-00009
0.17613812255088E+00002, 0.29401455294135E-00002, 0.29419173527345E-00002, 0.27422925010452E-00001, 0.27427634189823E-00001, 0.23510237775462E+00001, 0.29401452067212E-00002, 0.29401455294135E-00002, 0.29401452576175E-00002, 0.17720951169714E-00005, 0.11706610893886E+00002, 0.10005471733766E+00001, 0.13521076143180E+00000, -.10673109176727E+00002, 0.29401448840290E-00002, 0.54359179524459E-00009
0.17644631563960E+00002, 0.29251523137961E-00002, 0.29275312879703E-00002, 0.27332420954332E-00001, 0.27337181725743E-00001, 0.23390471145507E+00001, 0.29251519523587E-00002, 0.29251523137961E-00002, 0.29251520193671E-00002, 0.23792686031952E-00005, 0.11637382866390E+00002, 0.10005476781392E+00001, 0.13498745856395E+00000, -.10673110445763E+00002, 0.29251515909213E-00002, 0.58885801571394E-00009
