Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.94436360174469E+00001, 0.11841872812367E-00001, 0.11823789061473E-00001, 0.81028105143519E-00001, 0.80966112534637E-00001, 0.94440547916027E+00001, 0.11841829320466E-00001, 0.11841872812367E-00001, 0.11841837950473E-00001, -.18048889000665E-00004, 0.58662402030804E+00002, 0.10002477389401E+00001, 0.23241931236958E+00000, -.10672358688063E+00002, 0.11841785828565E-00001, 0.69723787949186E-00007
0.94731596228154E+00001, 0.11798514035614E-00001, 0.11785301338398E-00001, 0.80678557555396E-00001, 0.80617537299827E-00001, 0.94096314327067E+00001, 0.11798470994987E-00001, 0.11798514035614E-00001, 0.11798479428482E-00001, -.13178090083528E-00004, 0.56824320667172E+00002, 0.10002496921874E+00001, 0.23191745306667E+00000, -.10672363577095E+00002, 0.11798427954360E-00001, 0.69214265487367E-00007
0.95000000000000E+00001, 0.11767584690630E-00001, 0.11759069173659E-00001, 0.80361701778437E-00001, 0.80301493864536E-00001, 0.93850907438040E+00001, 0.11767544587294E-00001, 0.11767584690630E-00001, 0.11767552343693E-00001, -.84831700342231E-00005, 0.57722126187983E+00002, 0.10002514623641E+00001, 0.23146159044708E+00000, -.10672368007856E+00002, 0.11767504483956E-00001, 0.64693875342013E-00007
0.95025832097666E+00001, 0.11764955539304E-00001, 0.11756714502636E-00001, 0.80331244340183E-00001, 0.80271112832257E-00001, 0.93830049070523E+00001, 0.11764915587736E-00001, 0.11764955539304E-00001, 0.11764923291751E-00001, -.82087891149495E-00005, 0.57919337248327E+00002, 0.10002516324850E+00001, 0.23141772381012E+00000, -.10672368433697E+00002, 0.11764875636166E-00001, 0.64495107732217E-00007
0.95321193621355E+00001, 0.11737492509721E-00001, 0.11728836812100E-00001, 0.79983434326189E-00001, 0.79924181928925E-00001, 0.93612246555875E+00001, 0.11737454954092E-00001, 0.11737492509721E-00001, 0.11737461939495E-00001, -.86251273948763E-00005, 0.57588915718812E+00002, 0.10002535748910E+00001, 0.23091619594735E+00000, -.10672373296313E+00002, 0.11737417398462E-00001, 0.61140452167412E-00007
0.95617029247739E+00001, 0.11714360266696E-00001, 0.11700486398407E-00001, 0.79635861159501E-00001, 0.79577540126218E-00001, 0.93429121670437E+00001, 0.11714325312348E-00001, 0.11714360266696E-00001, 0.11714331837763E-00001, -.13845439356269E-00004, 0.57396564627575E+00002, 0.10002555158952E+00001, 0.23041391908115E+00000, -.10672378156149E+00002, 0.11714290358000E-00001, 0.56857868070420E-00007
0.95913090100295E+00001, 0.11692726790516E-00001, 0.11673392516833E-00001, 0.79288765956446E-00001, 0.79231456507604E-00001, 0.93258367489693E+00001, 0.11692692722713E-00001, 0.11692726790516E-00001, 0.11692698703425E-00001, -.19306186591866E-00004, 0.56371900800684E+00002, 0.10002574545218E+00001, 0.22991123788170E+00000, -.10672383010474E+00002, 0.11692658654910E-00001, 0.56174181966058E-00007
0.96209433254422E+00001, 0.11671148661845E-00001, 0.11649068744190E-00001, 0.78942053325431E-00001, 0.78885814266311E-00001, 0.93088600320886E+00001, 0.11671117091307E-00001, 0.11671148661845E-00001, 0.11671122269382E-00001, -.22053525191608E-00004, 0.56081712017523E+00002, 0.10002593914881E+00001, 0.22940801108568E+00000, -.10672387860349E+00002, 0.11671085520769E-00001, 0.52784925023959E-00007
0.96505906439831E+00001, 0.11648405305494E-00001, 0.11628461781875E-00001, 0.78595876359835E-00001, 0.78540688951725E-00001, 0.92909851307353E+00001, 0.11648375605015E-00001, 0.11648405305494E-00001, 0.11648380193529E-00001, -.19918411654329E-00004, 0.53431679237269E+00002, 0.10002613259534E+00001, 0.22890445803120E+00000, -.10672392703094E+00002, 0.11648345904537E-00001, 0.50223930092708E-00007
0.96802377693159E+00001, 0.11622797560682E-00001, 0.11608905109610E-00001, 0.78250396071055E-00001, 0.78196150751959E-00001, 0.92708249199735E+00001, 0.11622769600835E-00001, 0.11622797560682E-00001, 0.11622773744261E-00001, -.13868634651250E-00004, 0.56416356629166E+00002, 0.10002632564750E+00001, 0.22840081154417E+00000, -.10672397535702E+00002, 0.11622741640988E-00001, 0.47632841303406E-00007
0.97097986379332E+00001, 0.11593989091983E-00001, 0.11584122173326E-00001, 0.77906675518199E-00001, 0.77853251321911E-00001, 0.92480894353424E+00001, 0.11593962688884E-00001, 0.11593989091983E-00001, 0.11593965993825E-00001, -.98438204988057E-00005, 0.61000458742094E+00002, 0.10002651766217E+00001, 0.22789862588177E+00000, -.10672402342951E+00002, 0.11593936285787E-00001, 0.46196316103848E-00007
0.97392694625964E+00001, 0.11562226921488E-00001, 0.11550682046923E-00001, 0.77564870329167E-00001, 0.77512255049104E-00001, 0.92229811989442E+00001, 0.11562201200109E-00001, 0.11562226921488E-00001, 0.11562203692358E-00001, -.11521645434444E-00004, 0.65757808665775E+00002, 0.10002670858122E+00001, 0.22739813885073E+00000, -.10672407122996E+00002, 0.11562175478730E-00001, 0.46458260103587E-00007
0.97686453222919E+00001, 0.11528052954668E-00001, 0.11512143815644E-00001, 0.77225125384833E-00001, 0.77173428783955E-00001, 0.91959585526342E+00001, 0.11528028149124E-00001, 0.11528052954668E-00001, 0.11528029953072E-00001, -.15886137427914E-00004, 0.71330405742085E+00002, 0.10002689837702E+00001, 0.22689957453292E+00000, -.10672411873999E+00002, 0.11528003343580E-00001, 0.46003191583355E-00007
0.97979627353615E+00001, 0.11492440844538E-00001, 0.11473669398306E-00001, 0.76887088617037E-00001, 0.76836416034845E-00001, 0.91678108794387E+00001, 0.11492416245770E-00001, 0.11492440844538E-00001, 0.11492417716072E-00001, -.18748317765750E-00004, 0.80917982028454E+00002, 0.10002708726788E+00001, 0.22640242727945E+00000, -.10672416601131E+00002, 0.11492391647001E-00001, 0.46256934065703E-00007
0.98271654061441E+00001, 0.11456893742659E-00001, 0.11438897671517E-00001, 0.76551482360955E-00001, 0.76501797054256E-00001, 0.91397239634650E+00001, 0.11456868836265E-00001, 0.11456893742659E-00001, 0.11456870214180E-00001, -.17972542663245E-00004, 0.90313949211843E+00002, 0.10002727484297E+00001, 0.22590777227437E+00000, -.10672421295141E+00002, 0.11456843929871E-00001, 0.47056958236505E-00007
0.98562321023576E+00001, 0.11422896606138E-00001, 0.11409572675515E-00001, 0.76218526086435E-00001, 0.76169662495566E-00001, 0.91128531571118E+00001, 0.11422870908455E-00001, 0.11422896606138E-00001, 0.11422872323572E-00001, -.13299648056542E-00004, 0.94264338026265E+00002, 0.10002746092388E+00001, 0.22541595046556E+00000, -.10672425953107E+00002, 0.11422845210772E-00001, 0.48565132691077E-00007
0.98851381524619E+00001, 0.11391741721961E-00001, 0.11382747847141E-00001, 0.75888352381294E-00001, 0.75840157891413E-00001, 0.90882132714114E+00001, 0.11391715102477E-00001, 0.11391741721961E-00001, 0.11391716579645E-00001, -.89687325045606E-00005, 0.99541077715136E+00002, 0.10002764537715E+00001, 0.22492717692814E+00000, -.10672430572138E+00002, 0.11391688482991E-00001, 0.50284632831360E-00007
0.99139564962746E+00001, 0.11363015868390E-00001, 0.11353339205483E-00001, 0.75560004787905E-00001, 0.75512448727816E-00001, 0.90654917685855E+00001, 0.11362987681342E-00001, 0.11363015868390E-00001, 0.11362989803621E-00001, -.96505981374587E-00005, 0.11695706323263E+00003, 0.10002782878587E+00001, 0.22444005107215E+00000, -.10672435165171E+00002, 0.11362959494296E-00001, 0.52129538501779E-00007
0.99428170043588E+00001, 0.11334590012414E-00001, 0.11320910030687E-00001, 0.75232011349620E-00001, 0.75185155165981E-00001, 0.90430353636235E+00001, 0.11334559879664E-00001, 0.11334590012414E-00001, 0.11334563700364E-00001, -.13653669677146E-00004, 0.13507307406571E+00003, 0.10002801209671E+00001, 0.22395239278266E+00000, -.10672439753454E+00002, 0.11334529746914E-00001, 0.52624100360645E-00007
0.99717962161842E+00001, 0.11303631513575E-00001, 0.11287356054527E-00001, 0.74903592859836E-00001, 0.74857482163705E-00001, 0.90186325507009E+00001, 0.11303603096012E-00001, 0.11303631513575E-00001, 0.11303606740750E-00001, -.16250686222994E-00004, 0.14677882280113E+00003, 0.10002819580240E+00001, 0.22346303625706E+00000, -.10672444348486E+00002, 0.11303574678450E-00001, 0.49545649473771E-00007
0.10000000000000E+00002, 0.11274166374361E-00001, 0.11258445151407E-00001, 0.74584908776528E-00001, 0.74539488657996E-00001, 0.89954531927969E+00001, 0.11274141247234E-00001, 0.11274166374361E-00001, 0.11274144333638E-00001, -.15699182230594E-00004, 0.12939383446480E+00003, 0.10002837414508E+00001, 0.22298715774162E+00000, -.10672448808130E+00002, 0.11274116120108E-00001, 0.44081445945584E-00007
0.10000912865796E+00002, 0.11273341753701E-00001, 0.11257688204715E-00001, 0.74574608533882E-00001, 0.74529209454299E-00001, 0.89948054680464E+00001, 0.11273316687259E-00001, 0.11273341753701E-00001, 0.11273319769426E-00001, -.15631564711211E-00004, 0.12777284147323E+00003, 0.10002837990916E+00001, 0.22297175984697E+00000, -.10672448952281E+00002, 0.11273291620817E-00001, 0.43968552500785E-00007
0.10030194649549E+00002, 0.11252104750887E-00001, 0.11240013591525E-00001, 0.74244569013876E-00001, 0.74199792640162E-00001, 0.89781539932285E+00001, 0.11252080520111E-00001, 0.11252104750887E-00001, 0.11252083694122E-00001, -.12070102597081E-00004, 0.86717844562550E+00002, 0.10002856454017E+00001, 0.22247781764163E+00000, -.10672453571180E+00002, 0.11252056289336E-00001, 0.42113530006136E-00007
0.10059506928656E+00002, 0.11239585570179E-00001, 0.11231948797285E-00001, 0.73914637894657E-00001, 0.73870393308747E-00001, 0.89683861235312E+00001, 0.11239563837318E-00001, 0.11239585570179E-00001, 0.11239565859793E-00001, -.76170625074698E-00005, 0.75813817733953E+00002, 0.10002874893595E+00001, 0.22198293912620E+00000, -.10672458188021E+00002, 0.11239542104459E-00001, 0.39420769705471E-00007
0.10088757725427E+00002, 0.11229909948329E-00001, 0.11223459287530E-00001, 0.73585671045304E-00001, 0.73541902082076E-00001, 0.89608392652381E+00001, 0.11229888206395E-00001, 0.11229909948329E-00001, 0.11229889515940E-00001, -.64302284102725E-00005, 0.68892486980965E+00002, 0.10002893268647E+00001, 0.22148840608529E+00000, -.10672462790804E+00002, 0.11229866464461E-00001, 0.40864777764240E-00007
0.10118035454160E+00002, 0.11219985307619E-00001, 0.11210403034064E-00001, 0.73256728742098E-00001, 0.73213432041017E-00001, 0.89530748421160E+00001, 0.11219963542135E-00001, 0.11219985307619E-00001, 0.11219966421856E-00001, -.95633877918571E-00005, 0.71493428149580E+00002, 0.10002911652117E+00001, 0.22099280341540E+00000, -.10672467393739E+00002, 0.11219941776649E-00001, 0.37771526787366E-00007
0.10147405961559E+00002, 0.11209057046126E-00001, 0.11196901727323E-00001, 0.72927113619245E-00001, 0.72884328891602E-00001, 0.89445018173960E+00001, 0.11209034375548E-00001, 0.11209057046126E-00001, 0.11209038292553E-00001, -.12136565229561E-00004, 0.86749331279525E+00002, 0.10002930093906E+00001, 0.22049506966407E+00000, -.10672472006869E+00002, 0.11209011704971E-00001, 0.37507145331195E-00007
0.10176818891870E+00002, 0.11196909375530E-00001, 0.11185835131109E-00001, 0.72597352660480E-00001, 0.72555111243180E-00001, 0.89349523081146E+00001, 0.11196886289658E-00001, 0.11196909375530E-00001, 0.11196890393580E-00001, -.11055262471326E-00004, 0.84910782796456E+00002, 0.10002948554819E+00001, 0.21999598884295E+00000, -.10672476621872E+00002, 0.11196863203787E-00001, 0.37963900785095E-00007
0.10206288341632E+00002, 0.11183182249184E-00001, 0.11175207249654E-00001, 0.72267308187135E-00001, 0.72225574554012E-00001, 0.89241277715395E+00001, 0.11183159421196E-00001, 0.11183182249184E-00001, 0.11183163511156E-00001, -.79562615017610E-00005, 0.76444396306299E+00002, 0.10002967026779E+00001, 0.21949534267973E+00000, -.10672481240359E+00002, 0.11183136593208E-00001, 0.37476055816879E-00007
0.10235804697433E+00002, 0.11167591781009E-00001, 0.11162816260916E-00001, 0.71937185004151E-00001, 0.71895850414988E-00001, 0.89117819227998E+00001, 0.11167569440954E-00001, 0.11167591781009E-00001, 0.11167573472912E-00001, -.47572119959168E-00005, 0.63243121696356E+00002, 0.10002985490251E+00001, 0.21899343217572E+00000, -.10672485860069E+00002, 0.11167547100899E-00001, 0.36616193203873E-00007
0.10265369161370E+00002, 0.11149447018913E-00001, 0.11145488216997E-00001, 0.71607061241139E-00001, 0.71566015648400E-00001, 0.88973527754045E+00001, 0.11149423802052E-00001, 0.11149447018913E-00001, 0.11149427962702E-00001, -.39397457051588E-00005, 0.59963864019687E+00002, 0.10003003943244E+00001, 0.21849036781384E+00000, -.10672490480352E+00002, 0.11149400585190E-00001, 0.38112422525440E-00007
0.10294964108737E+00002, 0.11128034619709E-00001, 0.11120470772413E-00001, 0.71277238851415E-00001, 0.71236463642887E-00001, 0.88802875399945E+00001, 0.11128010855228E-00001, 0.11128034619709E-00001, 0.11128015006618E-00001, -.75442342050178E-00005, 0.61626062232956E+00002, 0.10003022380914E+00001, 0.21798660333671E+00000, -.10672495097240E+00002, 0.11127987090746E-00001, 0.39226181833673E-00007
0.10324571524192E+00002, 0.11103582084770E-00001, 0.11091631096180E-00001, 0.70947999206010E-00001, 0.70907585733224E-00001, 0.88607907040267E+00001, 0.11103558325428E-00001, 0.11103582084770E-00001, 0.11103562519544E-00001, -.11931423363159E-00004, 0.61917601459745E+00002, 0.10003040798699E+00001, 0.21748256513417E+00000, -.10672499706539E+00002, 0.11103534566086E-00001, 0.39130452926001E-00007
0.10354151027122E+00002, 0.11075852057927E-00001, 0.11064101058986E-00001, 0.70619805444918E-00001, 0.70579860747321E-00001, 0.88386827776166E+00001, 0.11075829228826E-00001, 0.11075852057927E-00001, 0.11075833221493E-00001, -.11732162506791E-00004, 0.63274574253284E+00002, 0.10003059169119E+00001, 0.21697896279735E+00000, -.10672504300625E+00002, 0.11075806399725E-00001, 0.37672868949930E-00007
0.10383657637166E+00002, 0.11045003937317E-00001, 0.11037449853702E-00001, 0.70293205780603E-00001, 0.70253738806849E-00001, 0.88140788172299E+00001, 0.11044982362931E-00001, 0.11045003937317E-00001, 0.11044986073798E-00001, -.75362200962950E-00005, 0.61993371193672E+00002, 0.10003077451237E+00001, 0.21647664351396E+00000, -.10672508871189E+00002, 0.11044960788545E-00001, 0.35727038388243E-00007
0.10413126995682E+00002, 0.11010901878713E-00001, 0.11007923046137E-00001, 0.69967931795472E-00001, 0.69928850897286E-00001, 0.87868553786301E+00001, 0.11010880772297E-00001, 0.11010901878713E-00001, 0.11010884405851E-00001, -.29613597135075E-00005, 0.60592536746491E+00002, 0.10003095650054E+00001, 0.21597520196460E+00000, -.10672513422521E+00002, 0.11010859665880E-00001, 0.34945723766235E-00007
0.10442584694732E+00002, 0.10973719282351E-00001, 0.10972546634211E-00001, 0.69643816075184E-00001, 0.69605040325584E-00001, 0.87571572479393E+00001, 0.10973698536191E-00001, 0.10973719282351E-00001, 0.10973702114703E-00001, -.11554804924555E-00005, 0.61195985244581E+00002, 0.10003113768388E+00001, 0.21547438529159E+00000, -.10672517957320E+00002, 0.10973677790032E-00001, 0.34335295677963E-00007
0.10472048761471E+00002, 0.10933716301521E-00001, 0.10928727251741E-00001, 0.69320770112488E-00001, 0.69282325420720E-00001, 0.87252189150510E+00001, 0.10933696539191E-00001, 0.10933716301521E-00001, 0.10933699970441E-00001, -.49727186998252E-00005, 0.52419067376152E+00002, 0.10003131817034E+00001, 0.21497406062513E+00000, -.10672522477137E+00002, 0.10933676776861E-00001, 0.32662159782114E-00007
0.10500000000000E+00002, 0.10893675635050E-00001, 0.10881940219276E-00001, 0.69015500276144E-00001, 0.68977465983609E-00001, 0.86932807214439E+00001, 0.10893657840154E-00001, 0.10893675635050E-00001, 0.10893661049657E-00001, -.11720830381213E-00004, 0.49350434016855E+00002, 0.10003148881144E+00001, 0.21450019467923E+00000, -.10672526749128E+00002, 0.10893640045257E-00001, 0.29170786601841E-00007
0.10501471644543E+00002, 0.10891535174359E-00001, 0.10879485067075E-00001, 0.68999461688784E-00001, 0.68961451552435E-00001, 0.86915742659945E+00001, 0.10891517478888E-00001, 0.10891535174359E-00001, 0.10891520678619E-00001, -.12035611543999E-00004, 0.49458121257767E+00002, 0.10003149778205E+00001, 0.21447526926398E+00000, -.10672526973611E+00002, 0.10891499783417E-00001, 0.28991480520774E-00007
0.10530889672908E+00002, 0.10847743811440E-00001, 0.10832323605259E-00001, 0.68679568437512E-00001, 0.68642068095559E-00001, 0.86566772724258E+00001, 0.10847727638888E-00001, 0.10847743811440E-00001, 0.10847730701371E-00001, -.15407096111893E-00004, 0.52056671763649E+00002, 0.10003167681736E+00001, 0.21397751974995E+00000, -.10672531451539E+00002, 0.10847711466335E-00001, 0.26220137477323E-00007
0.10560288201947E+00002, 0.10802890117529E-00001, 0.10789406653970E-00001, 0.68361213175509E-00001, 0.68324217492310E-00001, 0.86209537855788E+00001, 0.10802875102737E-00001, 0.10802890117529E-00001, 0.10802878071674E-00001, -.13471417704496E-00004, 0.53977211155585E+00002, 0.10003185510358E+00001, 0.21348101113918E+00000, -.10672535908177E+00002, 0.10802860087945E-00001, 0.24091711045925E-00007
0.10589686925423E+00002, 0.10757492027363E-00001, 0.10747149329158E-00001, 0.68044138493965E-00001, 0.68007608948110E-00001, 0.85848061101264E+00001, 0.10757478222941E-00001, 0.10757492027363E-00001, 0.10757480936084E-00001, -.10331606925606E-00004, 0.53491920089760E+00002, 0.10003203258395E+00001, 0.21298534925195E+00000, -.10672540346215E+00002, 0.10757464418519E-00001, 0.22182557484860E-00007
0.10619106978744E+00002, 0.10711873314379E-00001, 0.10703687964787E-00001, 0.67728102678830E-00001, 0.67692030098078E-00001, 0.85484910081339E+00001, 0.10711859770032E-00001, 0.10711873314379E-00001, 0.10711862333738E-00001, -.81743689502873E-00005, 0.54242335606856E+00002, 0.10003220928004E+00001, 0.21249016083705E+00000, -.10672544768706E+00002, 0.10711846225686E-00001, 0.21961281995700E-00007
0.10648580467316E+00002, 0.10666271059226E-00001, 0.10658030973128E-00001, 0.67412776418970E-00001, 0.67377186053680E-00001, 0.85122088738973E+00001, 0.10666257359259E-00001, 0.10666271059226E-00001, 0.10666259880968E-00001, -.82289078403881E-00005, 0.51681682293542E+00002, 0.10003238544234E+00001, 0.21199493141578E+00000, -.10672549180399E+00002, 0.10666243659291E-00001, 0.22356516428752E-00007
0.10678108581060E+00002, 0.10620725877253E-00001, 0.10608657117707E-00001, 0.67098239343266E-00001, 0.67063162335864E-00001, 0.84760044505394E+00001, 0.10620711474902E-00001, 0.10620725877253E-00001, 0.10620714130497E-00001, -.12057012789229E-00004, 0.49337675505159E+00002, 0.10003256124616E+00001, 0.21149978619889E+00000, -.10672553581418E+00002, 0.10620697072551E-00001, 0.23493512927605E-00007
0.10707643092403E+00002, 0.10575183686488E-00001, 0.10558928383780E-00001, 0.66785077233911E-00001, 0.66750547796531E-00001, 0.84398417857028E+00001, 0.10575167598465E-00001, 0.10575183686488E-00001, 0.10575170747499E-00001, -.16242363718351E-00004, 0.45799400057505E+00002, 0.10003273650618E+00001, 0.21100565116273E+00000, -.10672557964554E+00002, 0.10575151510442E-00001, 0.25877978381031E-00007
0.10737135604467E+00002, 0.10529533150657E-00001, 0.10512770812768E-00001, 0.66473729244106E-00001, 0.66439793787757E-00001, 0.84036310849287E+00001, 0.10529515983924E-00001, 0.10529533150657E-00001, 0.10529519408826E-00001, -.16748596058482E-00004, 0.47995916147289E+00002, 0.10003291085580E+00001, 0.21051322879114E+00000, -.10672562322621E+00002, 0.10529498817190E-00001, 0.27483661506296E-00007
0.10766598647065E+00002, 0.10483500270179E-00001, 0.10468730517335E-00001, 0.66163985236025E-00001, 0.66130672651836E-00001, 0.83671353506476E+00001, 0.10483483659401E-00001, 0.10483500270179E-00001, 0.10483486755585E-00001, -.14756238250229E-00004, 0.52152628700770E+00002, 0.10003308419958E+00001, 0.21002219761417E+00000, -.10672566657408E+00002, 0.10483467048623E-00001, 0.27029188148594E-00007
0.10796049186766E+00002, 0.10436737565246E-00001, 0.10425389569759E-00001, 0.65855686025013E-00001, 0.65822967380402E-00001, 0.83300458168663E+00001, 0.10436722095854E-00001, 0.10436737565246E-00001, 0.10436724618664E-00001, -.11335048904274E-00004, 0.55384683744285E+00002, 0.10003325654021E+00001, 0.20953231417455E+00000, -.10672570971220E+00002, 0.10436706626462E-00001, 0.25893164365372E-00007
0.10825500365509E+00002, 0.10389127955316E-00001, 0.10381054187114E-00001, 0.65548729168918E-00001, 0.65516536586163E-00001, 0.82922494518759E+00001, 0.10389113474444E-00001, 0.10389127955316E-00001, 0.10389115560390E-00001, -.80613732760505E-00005, 0.57327217183527E+00002, 0.10003342800186E+00001, 0.20904342319068E+00000, -.10672575265664E+00002, 0.10389098993571E-00001, 0.24789853898669E-00007
0.10854948651914E+00002, 0.10341009185596E-00001, 0.10331943038802E-00001, 0.65243211495548E-00001, 0.65211504849281E-00001, 0.82540229078818E+00001, 0.10340995072368E-00001, 0.10341009185596E-00001, 0.10340997129404E-00001, -.90540906017825E-00005, 0.58661897886603E+00002, 0.10003359871790E+00001, 0.20855568640142E+00000, -.10672579539933E+00002, 0.10340980959140E-00001, 0.24112383952373E-00007
0.10884394095022E+00002, 0.10292823011840E-00001, 0.10279524917023E-00001, 0.64939216987116E-00001, 0.64908012115006E-00001, 0.82157406240478E+00001, 0.10292808345721E-00001, 0.10292823011840E-00001, 0.10292810823060E-00001, -.13285906036882E-00004, 0.59859319764702E+00002, 0.10003376880446E+00001, 0.20806924646556E+00000, -.10672583793898E+00002, 0.10292793679603E-00001, 0.24377558436003E-00007
0.10913842222262E+00002, 0.10244751841068E-00001, 0.10229804244640E-00001, 0.64636685287923E-00001, 0.64606008221154E-00001, 0.81775593161894E+00001, 0.10244736321010E-00001, 0.10244751841068E-00001, 0.10244739232970E-00001, -.14934988329401E-00004, 0.60809045139984E+00002, 0.10003393823877E+00001, 0.20758401558232E+00000, -.10672588028377E+00002, 0.10244720800953E-00001, 0.25216197062224E-00007
0.10943304772321E+00002, 0.10196660699959E-00001, 0.10183299716444E-00001, 0.64335428956166E-00001, 0.64305265790968E-00001, 0.81393616690093E+00001, 0.10196645055250E-00001, 0.10196660699959E-00001, 0.10196647964630E-00001, -.13348248185464E-00004, 0.61893003965900E+00002, 0.10003410690791E+00001, 0.20709970055695E+00000, -.10672592245102E+00002, 0.10196629410540E-00001, 0.25470659540948E-00007
0.10972792497163E+00002, 0.10148287735096E-00001, 0.10137122742828E-00001, 0.64035314305892E-00001, 0.64005628364884E-00001, 0.81009212900362E+00001, 0.10148272617878E-00001, 0.10148287735096E-00001, 0.10148275261522E-00001, -.11152518694125E-00004, 0.61672261966893E+00002, 0.10003427473539E+00001, 0.20661609215466E+00000, -.10672596445527E+00002, 0.10148257500660E-00001, 0.24947148044550E-00007
0.11000000000000E+00002, 0.10103314704634E-00001, 0.10094767324178E-00001, 0.63759615258983E-00001, 0.63730365037212E-00001, 0.80651608603271E+00001, 0.10103299924079E-00001, 0.10103314704634E-00001, 0.10103302379921E-00001, -.85350557438875E-00005, 0.60753552644496E+00002, 0.10003442871827E+00001, 0.20617082764702E+00000, -.10672600303368E+00002, 0.10103285143524E-00001, 0.24649424911264E-00007
0.11002214421125E+00002, 0.10099656349281E-00001, 0.10091320071794E-00001, 0.63737225624976E-00001, 0.63708011981278E-00001, 0.80622512620053E+00001, 0.10099641581732E-00001, 0.10099656349281E-00001, 0.10099644025996E-00001, -.83239542018438E-00005, 0.60743883471823E+00002, 0.10003444121743E+00001, 0.20613462530585E+00000, -.10672600616604E+00002, 0.10099626814184E-00001, 0.24646570615996E-00007
0.11031752854299E+00002, 0.10050647264134E-00001, 0.10043638370100E-00001, 0.63439289685015E-00001, 0.63410588268279E-00001, 0.80232696521241E+00001, 0.10050632588711E-00001, 0.10050647264134E-00001, 0.10050634927564E-00001, -.69965574636184E-00005, 0.60159664867780E+00002, 0.10003460753447E+00001, 0.20565227883495E+00000, -.10672604784012E+00002, 0.10050617913287E-00001, 0.24673142011309E-00007
0.11061320644445E+00002, 0.10001824515791E-00001, 0.99928328501843E-00002, 0.63142495730593E-00001, 0.63114330279129E-00001, 0.79844413583814E+00001, 0.10001809903532E-00001, 0.10001824515791E-00001, 0.10001812267045E-00001, -.89794168606349E-00005, 0.59126834341519E+00002, 0.10003477338008E+00001, 0.20517065373422E+00000, -.10672608935298E+00002, 0.10001795291273E-00001, 0.24497492420989E-00007
0.11090915485913E+00002, 0.99532488180389E-00002, 0.99430305431312E-00002, 0.62846970068325E-00001, 0.62819303732460E-00001, 0.79458182424706E+00001, 0.99532342849862E-00002, 0.99532488180389E-00002, 0.99532367510458E-00002, -.10206207914593E-00004, 0.59856761700010E+00002, 0.10003493879366E+00001, 0.20468996078350E+00000, -.10672613070178E+00002, 0.99532197519328E-00002, 0.24133986936559E-00007
0.11120530707044E+00002, 0.99047110496197E-00002, 0.98955623406781E-00002, 0.62552742430340E-00001, 0.62525511136338E-00001, 0.79072255167856E+00001, 0.99046968275475E-00002, 0.99047110496197E-00002, 0.99046993440245E-00002, -.91370033463648E-00005, 0.60566197187783E+00002, 0.10003510357693E+00001, 0.20421025509727E+00000, -.10672617187747E+00002, 0.99046826054747E-00002, 0.23411191095454E-00007
0.11150164685142E+00002, 0.98560340419941E-00002, 0.98475093510425E-00002, 0.62259756890737E-00001, 0.62232943892999E-00001, 0.78685133363156E+00001, 0.98560199581406E-00002, 0.98560340419941E-00002, 0.98560225077939E-00002, -.85131567514346E-00005, 0.61432168223777E+00002, 0.10003526748804E+00001, 0.20373145214675E+00000, -.10672621287741E+00002, 0.98560058742883E-00002, 0.23068400017766E-00007
0.11179833539390E+00002, 0.98070923291638E-00002, 0.97989849101333E-00002, 0.61967818281361E-00001, 0.61941469392056E-00001, 0.78295822114632E+00001, 0.98070778029656E-00002, 0.98070923291638E-00002, 0.98070804813471E-00002, -.80955712138279E-00005, 0.58945137930358E+00002, 0.10003543051870E+00001, 0.20325323823802E+00000, -.10672625372295E+00002, 0.98070632767673E-00002, 0.23695633628062E-00007
0.11209544913498E+00002, 0.97579359909929E-00002, 0.97504972804467E-00002, 0.61676862542630E-00001, 0.61651014931660E-00001, 0.77904796742333E+00001, 0.97579215244261E-00002, 0.97579359909929E-00002, 0.97579241449214E-00002, -.74268644747688E-00005, 0.59565516716807E+00002, 0.10003559283851E+00001, 0.20277551223398E+00000, -.10672629442308E+00002, 0.97579070578588E-00002, 0.23692142828946E-00007
0.11239293571045E+00002, 0.97084618324342E-00002, 0.97003456514837E-00002, 0.61387044294345E-00001, 0.61361660783957E-00001, 0.77511239354124E+00001, 0.97084475652041E-00002, 0.97084618324342E-00002, 0.97084500265201E-00002, -.81043750363563E-00005, 0.56778048138803E+00002, 0.10003575467035E+00001, 0.20229853236302E+00000, -.10672633496912E+00002, 0.97084332979740E-00002, 0.23611827728155E-00007
0.11269066071885E+00002, 0.96584640999088E-00002, 0.96501610781477E-00002, 0.61098575298005E-00001, 0.61073575326824E-00001, 0.77113459400975E+00001, 0.96584496982506E-00002, 0.96584640999088E-00002, 0.96584520203910E-00002, -.82909422432837E-00005, 0.57305729470598E+00002, 0.10003591607408E+00001, 0.20182265366406E+00000, -.10672637534062E+00002, 0.96584352965924E-00002, 0.24159035083738E-00007
